transaction_id,award_id,modification_number,action_date,action_type_code,action_obligation
CONT_AWD_FA445218C0013_9700_-NONE-_-NONE-:P00031,CONT_AWD_FA445218C0013_9700_-NONE-_-NONE-,P00031,2020-02-26,M,-642052.48
CONT_AWD_FA445218C0013_9700_-NONE-_-NONE-:P00041,CONT_AWD_FA445218C0013_9700_-NONE-_-NONE-,P00041,2020-09-11,C,-1268437.81
CONT_AWD_FA445218C0013_9700_-NONE-_-NONE-:P00076,CONT_AWD_FA445218C0013_9700_-NONE-_-NONE-,P00076,2025-09-25,D,-123865.77
CONT_AWD_FA460018FZ010_9700_FA460017D0006_9700:P00023,CONT_AWD_FA460018FZ010_9700_FA460017D0006_9700,P00023,2022-04-25,B,-114000.0
CONT_AWD_FA460019FWX39_9700_FA460014D0004_9700:P00004,CONT_AWD_FA460019FWX39_9700_FA460014D0004_9700,P00004,2020-02-06,B,-146214.0
CONT_AWD_FA460019FWX40_9700_FA460014D0004_9700:P00008,CONT_AWD_FA460019FWX40_9700_FA460014D0004_9700,P00008,2020-03-04,M,-435726.0
CONT_AWD_FA460020F0037_9700_FA460014D0004_9700:0,CONT_AWD_FA460020F0037_9700_FA460014D0004_9700,0,2020-04-24,,224980.75
CONT_AWD_FA460020F0037_9700_FA460014D0004_9700:P00008,CONT_AWD_FA460020F0037_9700_FA460014D0004_9700,P00008,2022-03-14,C,404366.0
CONT_AWD_FA460021F0010_9700_FA460021D0001_9700:P00020,CONT_AWD_FA460021F0010_9700_FA460021D0001_9700,P00020,2021-10-14,B,-100854.3
CONT_AWD_FA460021F0025_9700_FA460021D0001_9700:P00001,CONT_AWD_FA460021F0025_9700_FA460021D0001_9700,P00001,2021-04-26,C,-835395.74
CONT_AWD_FA460021F0025_9700_FA460021D0001_9700:P00005,CONT_AWD_FA460021F0025_9700_FA460021D0001_9700,P00005,2023-04-07,B,-235684.15
CONT_AWD_FA460021F0056_9700_FA460021D0001_9700:P00055,CONT_AWD_FA460021F0056_9700_FA460021D0001_9700,P00055,2022-09-13,C,-116935.45
CONT_AWD_FA460021F0059_9700_FA460012D0002_9700:0,CONT_AWD_FA460021F0059_9700_FA460012D0002_9700,0,2021-07-19,,620000.0
CONT_AWD_FA460021F0059_9700_FA460012D0002_9700:P00006,CONT_AWD_FA460021F0059_9700_FA460012D0002_9700,P00006,2023-05-01,B,0.0
CONT_AWD_FA460021F0127_9700_FA460021D0001_9700:P00002,CONT_AWD_FA460021F0127_9700_FA460021D0001_9700,P00002,2024-04-10,B,-301906.99
CONT_AWD_FA460021F0136_9700_FA460012D0002_9700:0,CONT_AWD_FA460021F0136_9700_FA460012D0002_9700,0,2021-09-23,,1199059.0
CONT_AWD_FA460021F0136_9700_FA460012D0002_9700:P00003,CONT_AWD_FA460021F0136_9700_FA460012D0002_9700,P00003,2023-05-16,B,674995.0
CONT_AWD_FA460023F0080_9700_47QRAD20D3068_4732:P00004,CONT_AWD_FA460023F0080_9700_47QRAD20D3068_4732,P00004,2025-06-17,C,-225338.75
CONT_AWD_FA460825C0011_9700_-NONE-_-NONE-:0,CONT_AWD_FA460825C0011_9700_-NONE-_-NONE-,0,2025-03-12,,6300000.0
CONT_AWD_FA460825C0011_9700_-NONE-_-NONE-:P00011,CONT_AWD_FA460825C0011_9700_-NONE-_-NONE-,P00011,2026-02-19,M,0.0
CONT_AWD_FA461325F0012_9700_GS35F320AA_4732:P00003,CONT_AWD_FA461325F0012_9700_GS35F320AA_4732,P00003,2025-09-09,C,-220434.81
CONT_AWD_FA481418FBC52_9700_NNG15SD64B_8000:P00001,CONT_AWD_FA481418FBC52_9700_NNG15SD64B_8000,P00001,2019-02-27,M,-121010.74
CONT_AWD_FA486120F0364_9700_FA486119DA005_9700:P00001,CONT_AWD_FA486120F0364_9700_FA486119DA005_9700,P00001,2021-10-19,M,0.0
CONT_AWD_FA486120F0364_9700_FA486119DA005_9700:P00002,CONT_AWD_FA486120F0364_9700_FA486119DA005_9700,P00002,2025-06-03,C,-118731.12
CONT_AWD_FA486122F0223_9700_FA486119DA005_9700:P00001,CONT_AWD_FA486122F0223_9700_FA486119DA005_9700,P00001,2023-06-26,M,0.0
CONT_AWD_FA486123F0196_9700_FA486123D0002_9700:P00001,CONT_AWD_FA486123F0196_9700_FA486123D0002_9700,P00001,2023-06-14,M,0.0
CONT_AWD_FA486124F0016_9700_FA486123D0002_9700:P00006,CONT_AWD_FA486124F0016_9700_FA486123D0002_9700,P00006,2025-01-21,M,0.0
CONT_AWD_FA500016C0113_9700_-NONE-_-NONE-:P00005,CONT_AWD_FA500016C0113_9700_-NONE-_-NONE-,P00005,2019-08-20,G,14625.12
CONT_AWD_FA500016C0113_9700_-NONE-_-NONE-:P00008,CONT_AWD_FA500016C0113_9700_-NONE-_-NONE-,P00008,2021-09-09,G,7513.86
CONT_AWD_FA520919FA218_9700_N6600119D0019_9700:P00005,CONT_AWD_FA520919FA218_9700_N6600119D0019_9700,P00005,2020-09-30,C,54498.02
CONT_AWD_FA520919FA218_9700_N6600119D0019_9700:P00007,CONT_AWD_FA520919FA218_9700_N6600119D0019_9700,P00007,2021-03-15,F,-5000.01
CONT_AWD_FA564123F0003_9700_FA564122D0003_9700:0,CONT_AWD_FA564123F0003_9700_FA564122D0003_9700,0,2022-10-28,,10502803.78
CONT_AWD_FA564123F0003_9700_FA564122D0003_9700:P00004,CONT_AWD_FA564123F0003_9700_FA564122D0003_9700,P00004,2023-08-21,B,-110000.0
CONT_AWD_FA564123F0003_9700_FA564122D0003_9700:P00009,CONT_AWD_FA564123F0003_9700_FA564122D0003_9700,P00009,2024-08-27,B,-1050837.52
CONT_AWD_FA564123F0003_9700_FA564122D0003_9700:P00022,CONT_AWD_FA564123F0003_9700_FA564122D0003_9700,P00022,2026-02-26,B,3000.0
CONT_AWD_FA570225F0066_9700_FA570222D0010_9700:0,CONT_AWD_FA570225F0066_9700_FA570222D0010_9700,0,2025-02-27,,9768.0
CONT_AWD_FA570225F0066_9700_FA570222D0010_9700:P00008,CONT_AWD_FA570225F0066_9700_FA570222D0010_9700,P00008,2026-02-26,A,8880.0
CONT_AWD_FA664316C0003_9700_-NONE-_-NONE-:P00004,CONT_AWD_FA664316C0003_9700_-NONE-_-NONE-,P00004,2019-04-15,G,386640.84
CONT_AWD_FA664316C0003_9700_-NONE-_-NONE-:P00005,CONT_AWD_FA664316C0003_9700_-NONE-_-NONE-,P00005,2020-05-06,G,400331.88
CONT_AWD_FA700016C0021_9700_-NONE-_-NONE-:P00008,CONT_AWD_FA700016C0021_9700_-NONE-_-NONE-,P00008,2019-08-14,G,8292.0
CONT_AWD_FA701418F3145_9700_GS33F0007U_4730:P00006,CONT_AWD_FA701418F3145_9700_GS33F0007U_4730,P00006,2021-11-18,M,-140696.88
CONT_AWD_FA701418FA701_9700_GS00Q09BGD0005_4735:P00024,CONT_AWD_FA701418FA701_9700_GS00Q09BGD0005_4735,P00024,2023-03-06,C,-107175.21
CONT_AWD_FA701421F0123_9700_FA701419DA005_9700:P00004,CONT_AWD_FA701421F0123_9700_FA701419DA005_9700,P00004,2024-04-16,C,-413000.0
CONT_AWD_FA701422F0124_9700_FA251718D7000_9700:P00004,CONT_AWD_FA701422F0124_9700_FA251718D7000_9700,P00004,2023-09-08,C,-168642.37
CONT_AWD_FA701424F0270_9700_FA701424D0008_9700:0,CONT_AWD_FA701424F0270_9700_FA701424D0008_9700,0,2024-07-15,,3144681.46
CONT_AWD_FA701424F0270_9700_FA701424D0008_9700:P00010,CONT_AWD_FA701424F0270_9700_FA701424D0008_9700,P00010,2026-02-24,C,-613767.55
CONT_AWD_FA701425C0016_9700_-NONE-_-NONE-:0,CONT_AWD_FA701425C0016_9700_-NONE-_-NONE-,0,2025-03-14,,183344.0
CONT_AWD_FA701425C0016_9700_-NONE-_-NONE-:P00006,CONT_AWD_FA701425C0016_9700_-NONE-_-NONE-,P00006,2025-09-21,G,366688.0
CONT_AWD_FA701425C0017_9700_-NONE-_-NONE-:0,CONT_AWD_FA701425C0017_9700_-NONE-_-NONE-,0,2025-03-11,,388621.8
CONT_AWD_FA701425C0017_9700_-NONE-_-NONE-:P00006,CONT_AWD_FA701425C0017_9700_-NONE-_-NONE-,P00006,2025-09-21,G,777243.6
CONT_AWD_FA701425C0018_9700_-NONE-_-NONE-:0,CONT_AWD_FA701425C0018_9700_-NONE-_-NONE-,0,2025-03-13,,335000.0
CONT_AWD_FA701425C0018_9700_-NONE-_-NONE-:P00001,CONT_AWD_FA701425C0018_9700_-NONE-_-NONE-,P00001,2025-09-09,M,265000.0
CONT_AWD_FA701426C0009_9700_-NONE-_-NONE-:0,CONT_AWD_FA701426C0009_9700_-NONE-_-NONE-,0,2026-01-15,,388790.26
CONT_AWD_FA701426C0009_9700_-NONE-_-NONE-:P00001,CONT_AWD_FA701426C0009_9700_-NONE-_-NONE-,P00001,2026-02-24,G,388790.26
CONT_AWD_FA702220F0019_9700_FA702219DA002_9700:P00003,CONT_AWD_FA702220F0019_9700_FA702219DA002_9700,P00003,2021-09-03,C,-318658.83
CONT_AWD_FA702223F0037_9700_FA702217D0009_9700:0,CONT_AWD_FA702223F0037_9700_FA702217D0009_9700,0,2023-04-14,,999764.0
CONT_AWD_FA702223F0037_9700_FA702217D0009_9700:P00003,CONT_AWD_FA702223F0037_9700_FA702217D0009_9700,P00003,2025-06-30,B,453252.0
CONT_AWD_FA714618F0374_9700_FA824015D2780_9700:P00006,CONT_AWD_FA714618F0374_9700_FA824015D2780_9700,P00006,2023-09-25,B,-1481017.07
CONT_AWD_FA714619F0560_9700_FA714618D0360_9700:P00002,CONT_AWD_FA714619F0560_9700_FA714618D0360_9700,P00002,2020-01-09,B,-111713.0
CONT_AWD_FA714619F0571_9700_FA824015D2780_9700:P00007,CONT_AWD_FA714619F0571_9700_FA824015D2780_9700,P00007,2024-08-30,C,-184945.14
CONT_AWD_FA714619F0576_9700_FA824015D2780_9700:P00008,CONT_AWD_FA714619F0576_9700_FA824015D2780_9700,P00008,2019-10-28,C,-735205.0
CONT_AWD_FA714619F0576_9700_FA824015D2780_9700:P00012,CONT_AWD_FA714619F0576_9700_FA824015D2780_9700,P00012,2020-04-01,C,-11780000.0
CONT_AWD_FA714619F0576_9700_FA824015D2780_9700:P00015,CONT_AWD_FA714619F0576_9700_FA824015D2780_9700,P00015,2024-09-23,M,-2239685.93
CONT_AWD_FA714619F0578_9700_FA824015D2780_9700:P00005,CONT_AWD_FA714619F0578_9700_FA824015D2780_9700,P00005,2019-06-28,C,-250423.05
CONT_AWD_FA714619F0579_9700_FA824015D2780_9700:P00004,CONT_AWD_FA714619F0579_9700_FA824015D2780_9700,P00004,2020-06-25,C,-918520.43
CONT_AWD_FA714619F0579_9700_FA824015D2780_9700:P00006,CONT_AWD_FA714619F0579_9700_FA824015D2780_9700,P00006,2020-07-31,C,-560109.94
CONT_AWD_FA714619F0579_9700_FA824015D2780_9700:P00008,CONT_AWD_FA714619F0579_9700_FA824015D2780_9700,P00008,2024-09-26,B,-1227338.98
CONT_AWD_FA714619F0581_9700_FA824015D2780_9700:0,CONT_AWD_FA714619F0581_9700_FA824015D2780_9700,0,2019-08-23,,3409038.0
CONT_AWD_FA714619F0581_9700_FA824015D2780_9700:P00003,CONT_AWD_FA714619F0581_9700_FA824015D2780_9700,P00003,2022-04-19,M,-302584.97
CONT_AWD_FA714619F0581_9700_FA824015D2780_9700:P00004,CONT_AWD_FA714619F0581_9700_FA824015D2780_9700,P00004,2022-04-19,C,-37933.27
CONT_AWD_FA714620F0784_9700_FA824015D2780_9700:P00007,CONT_AWD_FA714620F0784_9700_FA824015D2780_9700,P00007,2024-01-10,B,-3717633.78
CONT_AWD_FA714620F0821_9700_FA714618D0393_9700:P00003,CONT_AWD_FA714620F0821_9700_FA714618D0393_9700,P00003,2021-03-02,B,355859.41
CONT_AWD_FA714621F0182_9700_FA824015D2780_9700:P00004,CONT_AWD_FA714621F0182_9700_FA824015D2780_9700,P00004,2022-06-13,B,-340000.0
CONT_AWD_FA714622FB030_9700_FA824015D2780_9700:P00004,CONT_AWD_FA714622FB030_9700_FA824015D2780_9700,P00004,2025-06-09,C,-112000.0
CONT_AWD_FA714624C0030_9700_-NONE-_-NONE-:0,CONT_AWD_FA714624C0030_9700_-NONE-_-NONE-,0,2024-09-26,,3639750.0
CONT_AWD_FA714624C0030_9700_-NONE-_-NONE-:P00004,CONT_AWD_FA714624C0030_9700_-NONE-_-NONE-,P00004,2025-03-13,B,6862140.0
CONT_AWD_FA714624F0013_9700_FA714624D0001_9700:P00004,CONT_AWD_FA714624F0013_9700_FA714624D0001_9700,P00004,2026-01-30,B,0.0
CONT_AWD_FA714625C0056_9700_-NONE-_-NONE-:0,CONT_AWD_FA714625C0056_9700_-NONE-_-NONE-,0,2025-09-15,,670000.0
CONT_AWD_FA714625C0056_9700_-NONE-_-NONE-:P00003,CONT_AWD_FA714625C0056_9700_-NONE-_-NONE-,P00003,2026-01-28,B,600000.0
CONT_AWD_FA810023F0001_9700_47QTCK18D0036_4732:P00013,CONT_AWD_FA810023F0001_9700_47QTCK18D0036_4732,P00013,2025-03-26,F,0.0
CONT_AWD_FA810118F0099_9700_GS06F1032Z_4732:P00003,CONT_AWD_FA810118F0099_9700_GS06F1032Z_4732,P00003,2018-11-01,B,48560.4
CONT_AWD_FA810118F0099_9700_GS06F1032Z_4732:P00019,CONT_AWD_FA810118F0099_9700_GS06F1032Z_4732,P00019,2023-03-17,C,180475.56
CONT_AWD_FA810120C0001_9700_-NONE-_-NONE-:P00017,CONT_AWD_FA810120C0001_9700_-NONE-_-NONE-,P00017,2021-08-31,M,0.0
CONT_AWD_FA810124C0001_9700_-NONE-_-NONE-:P00023,CONT_AWD_FA810124C0001_9700_-NONE-_-NONE-,P00023,2026-01-16,M,-119640.0
CONT_AWD_FA810124F0038_9700_FA810120D0001_9700:P00001,CONT_AWD_FA810124F0038_9700_FA810120D0001_9700,P00001,2024-10-16,M,0.0
CONT_AWD_FA810916F0007_9700_FA877112D1008_9700:P00006,CONT_AWD_FA810916F0007_9700_FA877112D1008_9700,P00006,2023-04-25,C,-191106.6
CONT_AWD_FA811016F0001_9700_GS06F1233Z_4732:P00003,CONT_AWD_FA811016F0001_9700_GS06F1233Z_4732,P00003,2019-03-13,K,-16255.72
CONT_AWD_FA820122F0288_9700_FA820122D0001_9700:P00006,CONT_AWD_FA820122F0288_9700_FA820122D0001_9700,P00006,2024-06-27,C,-122966.08
CONT_AWD_FA820124F0129_9700_47QTCB22D0458_4732:P00009,CONT_AWD_FA820124F0129_9700_47QTCB22D0458_4732,P00009,2025-06-17,B,-193975.88
CONT_AWD_FA820717C9000_9700_-NONE-_-NONE-:ARZ999,CONT_AWD_FA820717C9000_9700_-NONE-_-NONE-,ARZ999,2019-03-11,M,0.0
CONT_AWD_FA820717C9000_9700_-NONE-_-NONE-:P00022,CONT_AWD_FA820717C9000_9700_-NONE-_-NONE-,P00022,2022-09-16,M,-32533.02
CONT_AWD_FA820717C9000_9700_-NONE-_-NONE-:P00028,CONT_AWD_FA820717C9000_9700_-NONE-_-NONE-,P00028,2025-05-20,B,5954.18
CONT_AWD_FA820718C0001_9700_-NONE-_-NONE-:P00004,CONT_AWD_FA820718C0001_9700_-NONE-_-NONE-,P00004,2018-11-05,C,54705.94
CONT_AWD_FA820718C0001_9700_-NONE-_-NONE-:P00014,CONT_AWD_FA820718C0001_9700_-NONE-_-NONE-,P00014,2021-12-20,G,334349.79
CONT_AWD_FA821717F0254_9700_FA821717D0001_9700:P00002,CONT_AWD_FA821717F0254_9700_FA821717D0001_9700,P00002,2021-02-10,K,-3390.09
CONT_AWD_FA821718F0294_9700_FA821717D0001_9700:P00002,CONT_AWD_FA821718F0294_9700_FA821717D0001_9700,P00002,2021-03-23,M,-163947.96
CONT_AWD_FA821720F0112_9700_FA821717D0001_9700:P00001,CONT_AWD_FA821720F0112_9700_FA821717D0001_9700,P00001,2025-05-29,M,-226974.31
CONT_AWD_FA821721F0045_9700_FA821717D0001_9700:P00001,CONT_AWD_FA821721F0045_9700_FA821717D0001_9700,P00001,2025-06-26,M,-207501.0
CONT_AWD_FA821724F0126_9700_FA821724D0001_9700:0,CONT_AWD_FA821724F0126_9700_FA821724D0001_9700,0,2024-01-31,,227012.0
CONT_AWD_FA821724F0126_9700_FA821724D0001_9700:P00003,CONT_AWD_FA821724F0126_9700_FA821724D0001_9700,P00003,2024-07-12,M,737890.0
CONT_AWD_FA821724F0126_9700_FA821724D0001_9700:P00005,CONT_AWD_FA821724F0126_9700_FA821724D0001_9700,P00005,2024-12-11,M,3825.0
CONT_AWD_FA821724F0127_9700_FA821724D0001_9700:0,CONT_AWD_FA821724F0127_9700_FA821724D0001_9700,0,2024-01-31,,889894.0
CONT_AWD_FA821724F0127_9700_FA821724D0001_9700:P00003,CONT_AWD_FA821724F0127_9700_FA821724D0001_9700,P00003,2024-09-25,B,33000.0
CONT_AWD_FA822421C0012_9700_-NONE-_-NONE-:0,CONT_AWD_FA822421C0012_9700_-NONE-_-NONE-,0,2021-05-24,,1944652.8
CONT_AWD_FA822421C0012_9700_-NONE-_-NONE-:P00003,CONT_AWD_FA822421C0012_9700_-NONE-_-NONE-,P00003,2023-05-22,G,504835.2
CONT_AWD_FA822821C0007_9700_-NONE-_-NONE-:P00003,CONT_AWD_FA822821C0007_9700_-NONE-_-NONE-,P00003,2023-08-30,B,269955.6
CONT_AWD_FA822822F0011_9700_FA830720G0032_9700:0,CONT_AWD_FA822822F0011_9700_FA830720G0032_9700,0,2022-06-02,,2099004.0
CONT_AWD_FA822822F0011_9700_FA830720G0032_9700:P00005,CONT_AWD_FA822822F0011_9700_FA830720G0032_9700,P00005,2025-05-15,G,2257171.44
CONT_AWD_FA830717F0015_9700_FA877112D1006_9700:P00013,CONT_AWD_FA830717F0015_9700_FA877112D1006_9700,P00013,2018-11-08,B,-337938.0
CONT_AWD_FA830717F0015_9700_FA877112D1006_9700:P00021,CONT_AWD_FA830717F0015_9700_FA877112D1006_9700,P00021,2020-05-05,C,-615000.0
CONT_AWD_FA830717F0015_9700_FA877112D1006_9700:P00024,CONT_AWD_FA830717F0015_9700_FA877112D1006_9700,P00024,2022-09-19,B,-2112743.35
CONT_AWD_FA830718C0009_9700_-NONE-_-NONE-:P00001,CONT_AWD_FA830718C0009_9700_-NONE-_-NONE-,P00001,2018-11-01,M,-45688.0
CONT_AWD_FA830718C0009_9700_-NONE-_-NONE-:P00011,CONT_AWD_FA830718C0009_9700_-NONE-_-NONE-,P00011,2021-12-15,M,0.0
CONT_AWD_FA830721C0006_9700_-NONE-_-NONE-:P00001,CONT_AWD_FA830721C0006_9700_-NONE-_-NONE-,P00001,2021-06-02,M,-594269.49
CONT_AWD_FA830721F0005_9700_GS35F266AA_4732:P00004,CONT_AWD_FA830721F0005_9700_GS35F266AA_4732,P00004,2021-07-08,B,-122960.0
CONT_AWD_FA830721F0005_9700_GS35F266AA_4732:P00011,CONT_AWD_FA830721F0005_9700_GS35F266AA_4732,P00011,2023-06-14,C,-143753.7
CONT_AWD_FA830721F0136_9700_FA830720D0001_9700:P00005,CONT_AWD_FA830721F0136_9700_FA830720D0001_9700,P00005,2022-12-15,B,0.0
CONT_AWD_FA830722C0022_9700_-NONE-_-NONE-:0,CONT_AWD_FA830722C0022_9700_-NONE-_-NONE-,0,2022-09-29,,3383000.0
CONT_AWD_FA830722C0022_9700_-NONE-_-NONE-:P00008,CONT_AWD_FA830722C0022_9700_-NONE-_-NONE-,P00008,2023-08-01,C,1450000.0
CONT_AWD_FA830722C0022_9700_-NONE-_-NONE-:P00017,CONT_AWD_FA830722C0022_9700_-NONE-_-NONE-,P00017,2024-09-19,M,0.0
CONT_AWD_FA850118F0156_9700_GS06F0720Z_4732:P00003,CONT_AWD_FA850118F0156_9700_GS06F0720Z_4732,P00003,2019-08-16,C,-223464.36
CONT_AWD_FA850124F0095_9700_NNG15SC70B_8000:0,CONT_AWD_FA850124F0095_9700_NNG15SC70B_8000,0,2024-09-11,,2177668.73
CONT_AWD_FA850124F0095_9700_NNG15SC70B_8000:P00020,CONT_AWD_FA850124F0095_9700_NNG15SC70B_8000,P00020,2025-09-10,C,-730779.43
CONT_AWD_FA850124F0095_9700_NNG15SC70B_8000:P00031,CONT_AWD_FA850124F0095_9700_NNG15SC70B_8000,P00031,2026-02-12,C,19664.76
CONT_AWD_FA850423F0032_9700_FA850523D0001_9700:A00001,CONT_AWD_FA850423F0032_9700_FA850523D0001_9700,A00001,2025-07-14,C,-10909.99
CONT_AWD_FA852317F0040_9700_FA852317D0003_9700:P00002,CONT_AWD_FA852317F0040_9700_FA852317D0003_9700,P00002,2019-08-20,M,0.0
CONT_AWD_FA852524F0032_9700_FA852519D0002_9700:P00004,CONT_AWD_FA852524F0032_9700_FA852519D0002_9700,P00004,2025-11-12,M,0.0
CONT_AWD_FA852919F0009_9700_FA852919D0001_9700:P00003,CONT_AWD_FA852919F0009_9700_FA852919D0001_9700,P00003,2020-08-11,B,0.0
CONT_AWD_FA852919F0009_9700_FA852919D0001_9700:A00001,CONT_AWD_FA852919F0009_9700_FA852919D0001_9700,A00001,2023-09-13,K,-570.14
CONT_AWD_FA853024F0005_9700_FA857120D0006_9700:P00002,CONT_AWD_FA853024F0005_9700_FA857120D0006_9700,P00002,2024-08-16,M,-68700.0
CONT_AWD_FA853024FB002_9700_47QTCK18D0011_4732:0,CONT_AWD_FA853024FB002_9700_47QTCK18D0011_4732,0,2024-07-12,,17846511.16
CONT_AWD_FA853024FB002_9700_47QTCK18D0011_4732:P00007,CONT_AWD_FA853024FB002_9700_47QTCK18D0011_4732,P00007,2025-12-17,C,0.0
CONT_AWD_FA855520F0010_9700_FA855518D0002_9700:P00004,CONT_AWD_FA855520F0010_9700_FA855518D0002_9700,P00004,2021-03-30,B,0.0
CONT_AWD_FA855525F0003_9700_FA855520D0002_9700:P00001,CONT_AWD_FA855525F0003_9700_FA855520D0002_9700,P00001,2025-04-09,F,0.0
CONT_AWD_FA857121C0014_9700_-NONE-_-NONE-:P00002,CONT_AWD_FA857121C0014_9700_-NONE-_-NONE-,P00002,2021-08-24,M,0.0
CONT_AWD_FA857122F0068_9700_FA857119DA003_9700:P00001,CONT_AWD_FA857122F0068_9700_FA857119DA003_9700,P00001,2023-07-17,M,0.0
CONT_AWD_FA857519F0009_9700_GS00Q17GWD2282_4732:P00006,CONT_AWD_FA857519F0009_9700_GS00Q17GWD2282_4732,P00006,2023-01-24,C,-159626.0
CONT_AWD_FA860417C7002_9700_-NONE-_-NONE-:P00005,CONT_AWD_FA860417C7002_9700_-NONE-_-NONE-,P00005,2019-08-13,G,94439.28
CONT_AWD_FA860418F1000_9700_FA860418D3000_9700:P00013,CONT_AWD_FA860418F1000_9700_FA860418D3000_9700,P00013,2021-05-28,D,-212307.74
CONT_AWD_FA860418P1006_9700_-NONE-_-NONE-:P00008,CONT_AWD_FA860418P1006_9700_-NONE-_-NONE-,P00008,2023-01-27,B,94953.6
CONT_AWD_FA860419C2000_9700_-NONE-_-NONE-:0,CONT_AWD_FA860419C2000_9700_-NONE-_-NONE-,0,2019-03-20,,331345.78
CONT_AWD_FA860419C2000_9700_-NONE-_-NONE-:P00017,CONT_AWD_FA860419C2000_9700_-NONE-_-NONE-,P00017,2022-03-16,M,-314014.51
CONT_AWD_FA860419C2000_9700_-NONE-_-NONE-:P00039,CONT_AWD_FA860419C2000_9700_-NONE-_-NONE-,P00039,2024-07-01,C,-1039655.68
CONT_AWD_FA860419F1032_9700_FA860417D1000_9700:0,CONT_AWD_FA860419F1032_9700_FA860417D1000_9700,0,2019-03-01,,367200.0
CONT_AWD_FA860419F1032_9700_FA860417D1000_9700:P00004,CONT_AWD_FA860419F1032_9700_FA860417D1000_9700,P00004,2020-08-25,M,0.0
CONT_AWD_FA860419F2052_9700_GS00Q17GWD2391_4732:0,CONT_AWD_FA860419F2052_9700_GS00Q17GWD2391_4732,0,2019-02-22,,0.0
CONT_AWD_FA860419F2052_9700_GS00Q17GWD2391_4732:P00007,CONT_AWD_FA860419F2052_9700_GS00Q17GWD2391_4732,P00007,2020-09-17,B,95500.0
CONT_AWD_FA860419F2139_9700_FA860418D3500_9700:P00001,CONT_AWD_FA860419F2139_9700_FA860418D3500_9700,P00001,2019-08-08,M,-599372.26
CONT_AWD_FA860419P1043_9700_-NONE-_-NONE-:P00009,CONT_AWD_FA860419P1043_9700_-NONE-_-NONE-,P00009,2025-01-08,M,0.0
CONT_AWD_FA860419P2030_9700_-NONE-_-NONE-:0,CONT_AWD_FA860419P2030_9700_-NONE-_-NONE-,0,2019-05-31,,527068.4
CONT_AWD_FA860419P2030_9700_-NONE-_-NONE-:P00013,CONT_AWD_FA860419P2030_9700_-NONE-_-NONE-,P00013,2023-05-08,G,541084.25
CONT_AWD_FA860420C2003_9700_-NONE-_-NONE-:0,CONT_AWD_FA860420C2003_9700_-NONE-_-NONE-,0,2020-08-24,,1353185.6
CONT_AWD_FA860420C2003_9700_-NONE-_-NONE-:P00020,CONT_AWD_FA860420C2003_9700_-NONE-_-NONE-,P00020,2024-08-16,G,866196.47
CONT_AWD_FA860420C2003_9700_-NONE-_-NONE-:P00021,CONT_AWD_FA860420C2003_9700_-NONE-_-NONE-,P00021,2024-10-16,C,49737.49
CONT_AWD_FA860420F1073_9700_NNG15SC27B_8000:P00002,CONT_AWD_FA860420F1073_9700_NNG15SC27B_8000,P00002,2020-09-03,B,-990361.85
CONT_AWD_FA860420F2102_9700_FA860418D3500_9700:P00003,CONT_AWD_FA860420F2102_9700_FA860418D3500_9700,P00003,2020-09-28,B,222922.04
CONT_AWD_FA861223CB016_9700_-NONE-_-NONE-:0,CONT_AWD_FA861223CB016_9700_-NONE-_-NONE-,0,2023-09-27,,225000.0
CONT_AWD_FA861223CB016_9700_-NONE-_-NONE-:P00010,CONT_AWD_FA861223CB016_9700_-NONE-_-NONE-,P00010,2026-02-10,B,5120170.95
CONT_AWD_FA861723CB003_9700_-NONE-_-NONE-:0,CONT_AWD_FA861723CB003_9700_-NONE-_-NONE-,0,2023-09-07,,1799890.0
CONT_AWD_FA861723CB003_9700_-NONE-_-NONE-:P00005,CONT_AWD_FA861723CB003_9700_-NONE-_-NONE-,P00005,2026-01-06,M,0.0
CONT_AWD_FA862019C4037_9700_-NONE-_-NONE-:P00001,CONT_AWD_FA862019C4037_9700_-NONE-_-NONE-,P00001,2019-09-19,B,4000000.0
CONT_AWD_FA862019F4003_9700_FA862015G4054_9700:0,CONT_AWD_FA862019F4003_9700_FA862015G4054_9700,0,2018-11-30,,3754777.0
CONT_AWD_FA862019F4003_9700_FA862015G4054_9700:P00012,CONT_AWD_FA862019F4003_9700_FA862015G4054_9700,P00012,2022-08-16,C,2160353.0
CONT_AWD_FA862020C2010_9700_-NONE-_-NONE-:P00012,CONT_AWD_FA862020C2010_9700_-NONE-_-NONE-,P00012,2022-03-03,G,41432.83
CONT_AWD_FA862021F4017_9700_FA862019G4035_9700:P00005,CONT_AWD_FA862021F4017_9700_FA862019G4035_9700,P00005,2022-04-08,M,-1000000.0
CONT_AWD_FA862021F4017_9700_FA862019G4035_9700:P00013,CONT_AWD_FA862021F4017_9700_FA862019G4035_9700,P00013,2026-01-15,C,-32328.0
CONT_AWD_FA862022C4006_9700_-NONE-_-NONE-:P00006,CONT_AWD_FA862022C4006_9700_-NONE-_-NONE-,P00006,2023-03-15,B,1474806.0
CONT_AWD_FA862024F4017_9700_FA862019G4035_9700:P00016,CONT_AWD_FA862024F4017_9700_FA862019G4035_9700,P00016,2026-01-21,M,0.0
